Age,Gender,Body Type,Height,Weight
32,Female,Heavy,151,80
36,Female,Average,164,54
46,Female,Slim,165,52
57,Male,Slim,166,48
34,Female,Heavy,158,75
26,Male,Heavy,179,93
36,Male,Slim,175,67
50,Female,Average,168,56
29,Male,Athletic,179,78
24,Female,Average,159,51
29,Male,Athletic,185,66
41,Male,Athletic,171,74
24,Male,Heavy,173,97
22,Male,Athletic,180,67
38,Female,Average,155,52
44,Female,Athletic,163,53
26,Female,Athletic,154,65
18,Female,Average,164,56
30,Male,Average,165,74
34,Female,Average,159,49
56,Male,Heavy,179,86
36,Female,Average,167,51
53,Female,Slim,166,53
42,Male,Heavy,182,88
37,Female,Heavy,154,89
25,Male,Slim,173,58
54,Male,Athletic,168,70
43,Male,Heavy,189,91
22,Female,Slim,151,56
37,Female,Athletic,164,60
39,Female,Heavy,154,72
28,Female,Heavy,157,76
24,Male,Heavy,175,80
50,Male,Athletic,175,71
57,Male,Average,177,59
41,Male,Slim,168,55
33,Male,Heavy,191,89
41,Male,Average,167,60
40,Female,Slim,172,46
54,Male,Athletic,171,71
34,Female,Athletic,158,55
55,Male,Slim,172,60
38,Female,Average,160,56
48,Male,Heavy,182,88
46,Female,Slim,154,46
59,Female,Average,159,51
22,Male,Heavy,180,87
50,Female,Average,164,60
45,Female,Athletic,168,61
35,Female,Heavy,162,74
57,Female,Heavy,161,83
28,Female,Athletic,163,55
35,Male,Average,174,69
27,Male,Athletic,174,67
41,Male,Slim,174,55
33,Male,Average,170,68
38,Female,Average,169,53
42,Male,Slim,168,56
58,Female,Athletic,156,60
29,Male,Average,172,73
40,Female,Slim,158,49
47,Female,Average,162,61
31,Male,Athletic,182,72
31,Male,Average,179,67
41,Female,Average,165,58
39,Male,Slim,168,63
52,Female,Heavy,154,79
33,Male,Average,166,65
59,Male,Slim,167,54
41,Male,Heavy,182,82
33,Female,Heavy,159,93
53,Female,Athletic,158,67
41,Female,Average,168,47
47,Male,Average,177,60
49,Male,Athletic,167,75
31,Male,Athletic,179,71
51,Male,Athletic,180,80
47,Female,Athletic,171,62
39,Male,Heavy,177,85
49,Female,Average,163,49
38,Female,Slim,171,46
43,Male,Average,175,61
58,Male,Heavy,176,95
19,Female,Athletic,166,60
48,Female,Slim,151,44
50,Female,Heavy,154,82
18,Female,Average,159,52
45,Male,Heavy,181,94
25,Female,Heavy,151,65
43,Male,Average,173,69
41,Female,Athletic,168,57
35,Female,Heavy,169,84
28,Female,Average,159,58
35,Female,Slim,162,50
52,Male,Slim,164,53
54,Female,Heavy,157,87
35,Female,Slim,159,50
33,Male,Slim,167,60
28,Male,Athletic,176,75
50,Female,Slim,157,51
54,Female,Average,167,58
30,Female,Average,158,56
42,Male,Athletic,177,78
19,Female,Slim,159,48
36,Female,Slim,162,44
38,Male,Slim,177,57
43,Female,Average,160,54
43,Female,Heavy,154,72
48,Male,Average,173,65
45,Female,Average,160,52
24,Male,Average,168,71
23,Female,Average,163,51
27,Male,Slim,173,51
43,Female,Heavy,154,77
55,Female,Heavy,156,76
21,Male,Slim,171,60
18,Female,Average,161,46
48,Male,Average,169,61
18,Male,Average,181,77
36,Male,Slim,175,58
27,Male,Heavy,176,87
53,Female,Slim,161,52
22,Male,Athletic,170,79
42,Female,Heavy,166,74
53,Female,Average,156,63
19,Female,Slim,157,48
33,Female,Average,167,54
32,Female,Heavy,161,89
43,Female,Average,161,55
45,Male,Heavy,180,95
41,Female,Heavy,154,86
36,Male,Slim,174,57
26,Female,Average,162,48
38,Male,Athletic,184,79
26,Male,Slim,177,56
29,Male,Slim,169,52
57,Male,Average,167,68
26,Male,Athletic,182,80
60,Male,Average,169,76
55,Male,Athletic,179,77
54,Male,Athletic,169,69
32,Female,Average,163,54
40,Female,Average,169,55
45,Female,Slim,167,44
29,Female,Athletic,171,70
25,Male,Heavy,182,83
41,Male,Average,176,60
47,Female,Athletic,162,61
58,Female,Heavy,160,88
42,Female,Average,167,51
35,Male,Athletic,173,74
24,Male,Athletic,171,61
35,Female,Athletic,160,57
19,Male,Slim,166,56
36,Male,Slim,170,69
37,Female,Slim,155,58
28,Female,Athletic,161,57
54,Male,Average,167,69
50,Female,Slim,153,54
39,Female,Slim,160,58
40,Male,Athletic,172,77
33,Female,Heavy,160,82
26,Female,Athletic,159,56
19,Female,Average,166,54
39,Female,Slim,158,49
32,Female,Athletic,171,60
48,Female,Average,164,54
41,Female,Average,160,52
23,Male,Average,169,73
49,Male,Athletic,184,79
44,Female,Slim,149,52
47,Female,Heavy,158,82
29,Male,Heavy,175,81
42,Female,Average,160,54
26,Female,Athletic,168,52
33,Male,Slim,173,54
48,Female,Average,164,54
58,Male,Slim,174,62
53,Male,Athletic,183,71
39,Female,Athletic,162,61
32,Male,Slim,182,60
47,Female,Slim,148,53
50,Female,Average,154,57
56,Female,Athletic,157,62
45,Male,Heavy,177,87
60,Female,Athletic,172,72
53,Male,Average,176,73
45,Male,Average,179,73
40,Female,Average,165,61
20,Male,Average,168,74
28,Male,Athletic,168,78
23,Female,Average,164,50
22,Female,Slim,158,51
51,Female,Slim,155,55
21,Female,Average,162,58
33,Male,Slim,170,60
51,Male,Average,170,53
58,Male,Heavy,182,85
47,Male,Athletic,175,67
26,Male,Athletic,183,77
26,Male,Average,165,76
44,Male,Average,171,65
21,Male,Athletic,182,73
41,Male,Athletic,173,70
23,Female,Athletic,162,67
19,Male,Heavy,182,95
47,Female,Athletic,158,67
27,Female,Average,161,56
20,Male,Slim,172,61
23,Female,Athletic,154,62
54,Female,Heavy,150,78
21,Male,Slim,169,62
57,Female,Heavy,152,78
21,Female,Athletic,169,53
55,Male,Athletic,176,64
38,Male,Heavy,180,84
22,Male,Average,176,55
32,Female,Slim,164,49
25,Female,Athletic,165,56
53,Male,Heavy,176,87
55,Female,Average,154,63
29,Male,Heavy,177,71
19,Male,Average,170,74
43,Male,Athletic,179,79
19,Female,Average,155,57
43,Female,Slim,161,45
22,Female,Heavy,159,72
41,Male,Athletic,174,71
46,Female,Heavy,153,74
41,Male,Average,174,65
51,Male,Average,178,78
38,Female,Slim,161,51
50,Female,Slim,162,45
26,Female,Athletic,156,61
35,Female,Athletic,162,55
54,Male,Average,169,72
30,Male,Heavy,177,85
54,Female,Average,155,47
29,Female,Athletic,165,57
35,Female,Heavy,161,74
57,Male,Slim,167,54
29,Female,Slim,149,42
36,Female,Average,162,61
35,Male,Athletic,185,60
24,Female,Slim,166,54
34,Female,Average,172,47
56,Female,Heavy,159,75
49,Male,Average,179,67
37,Female,Athletic,164,50
35,Male,Athletic,173,65
25,Male,Average,171,73
33,Female,Heavy,156,81
25,Female,Athletic,163,53
56,Female,Heavy,162,71
39,Female,Heavy,153,84
34,Male,Heavy,179,88
34,Male,Athletic,175,78
37,Male,Average,168,59
28,Male,Slim,172,56
18,Male,Athletic,174,76
38,Female,Heavy,161,77
56,Female,Athletic,166,58
43,Female,Athletic,160,67
41,Male,Average,170,65
47,Female,Heavy,159,70
54,Male,Heavy,171,87
36,Female,Heavy,154,89
21,Female,Slim,158,49
40,Female,Slim,161,45
25,Female,Heavy,161,90
46,Female,Heavy,160,76
59,Male,Average,166,73
21,Female,Heavy,153,81
53,Female,Slim,162,48
60,Male,Heavy,183,91
36,Male,Heavy,181,85
18,Female,Slim,169,51
48,Female,Average,163,51
40,Male,Average,173,71
47,Male,Slim,166,60
42,Male,Athletic,178,82
32,Female,Athletic,165,57
55,Male,Athletic,168,76
38,Female,Slim,159,44
31,Female,Athletic,165,63
41,Female,Slim,157,53
18,Male,Athletic,166,73
47,Male,Average,174,72
59,Male,Heavy,171,91
40,Male,Slim,168,53
59,Male,Average,170,56
27,Male,Average,173,66
30,Female,Athletic,173,60
36,Female,Athletic,155,59
58,Male,Slim,176,52
27,Female,Athletic,169,60
28,Female,Average,163,51
19,Male,Athletic,171,73
45,Male,Heavy,177,82
56,Male,Average,169,60
40,Male,Heavy,176,94
26,Male,Heavy,175,96
46,Male,Heavy,185,95
46,Female,Athletic,163,57
53,Male,Average,167,79
39,Male,Heavy,180,89
39,Male,Heavy,180,94
52,Female,Slim,162,52
48,Male,Slim,159,66
22,Female,Athletic,164,62
54,Female,Heavy,161,87
55,Female,Athletic,160,61
30,Male,Athletic,177,72
40,Male,Heavy,181,83
47,Male,Average,169,74
24,Male,Athletic,168,81
22,Female,Athletic,169,54
19,Female,Athletic,165,69
38,Female,Slim,170,48
18,Female,Slim,157,53
41,Female,Athletic,159,60
44,Female,Athletic,160,65
42,Female,Athletic,174,59
28,Male,Heavy,178,90
25,Male,Average,168,67
48,Female,Athletic,168,66
45,Female,Slim,152,40
51,Male,Average,168,68
39,Female,Slim,164,47
44,Female,Average,163,58
31,Female,Average,164,52
29,Male,Slim,166,65
60,Female,Heavy,169,85
25,Female,Athletic,163,67
22,Female,Slim,152,52
43,Female,Athletic,166,67
43,Male,Heavy,172,98
41,Male,Slim,177,44
37,Male,Average,170,76
52,Male,Average,171,60
40,Male,Average,176,70
55,Male,Athletic,168,70
46,Female,Slim,155,51
30,Male,Heavy,179,87
18,Male,Slim,176,67
26,Female,Average,171,50
24,Male,Average,174,70
47,Male,Athletic,181,73
51,Female,Slim,156,50
47,Male,Slim,171,56
21,Female,Heavy,156,88
52,Female,Slim,163,45
45,Female,Athletic,155,57
34,Male,Heavy,179,74
44,Female,Average,163,56
37,Male,Heavy,177,105
44,Male,Slim,173,59
19,Female,Slim,160,47
41,Male,Athletic,174,73
27,Male,Heavy,169,87
35,Male,Heavy,186,86
59,Male,Slim,170,63
30,Female,Athletic,161,60
44,Female,Average,166,47
57,Female,Heavy,152,84
38,Male,Athletic,171,69
53,Female,Average,180,53
39,Female,Slim,157,50
27,Male,Heavy,169,86
44,Female,Athletic,154,57
46,Male,Athletic,167,67
23,Female,Heavy,159,90
28,Male,Heavy,188,91
38,Male,Athletic,176,75
51,Female,Heavy,159,82
31,Male,Slim,178,67
34,Female,Athletic,161,58
39,Male,Slim,168,54
52,Female,Average,157,52
45,Male,Athletic,178,84
37,Male,Heavy,176,87
42,Female,Athletic,159,63
58,Male,Heavy,176,91
52,Male,Slim,170,60
38,Male,Athletic,166,74
29,Male,Athletic,173,78
41,Female,Heavy,168,80
44,Male,Heavy,173,92
23,Female,Average,159,55
34,Male,Heavy,174,87
31,Female,Athletic,164,64
22,Male,Slim,165,50
18,Female,Heavy,164,88
24,Female,Heavy,162,74
52,Male,Slim,175,58
56,Male,Slim,163,54
22,Male,Average,174,74
31,Male,Heavy,182,90
35,Male,Heavy,185,96
49,Male,Heavy,175,89
26,Male,Heavy,180,90
41,Female,Athletic,170,62
35,Male,Athletic,171,70
19,Female,Average,165,59
49,Female,Athletic,159,56
43,Male,Average,170,81
18,Female,Slim,160,47
56,Male,Slim,170,50
28,Male,Slim,169,55
25,Female,Average,165,58
22,Male,Athletic,178,73
55,Male,Heavy,193,102
52,Female,Athletic,171,68
25,Male,Athletic,187,76
50,Female,Heavy,169,70
50,Male,Heavy,177,87
38,Female,Average,157,59
21,Male,Heavy,170,99
34,Female,Heavy,152,85
55,Female,Slim,156,46
48,Male,Heavy,183,101
37,Male,Slim,167,71
39,Male,Athletic,171,74
50,Female,Average,168,56
24,Male,Athletic,165,68
51,Male,Heavy,174,96
44,Male,Average,173,73
53,Female,Average,158,57
29,Male,Athletic,176,70
20,Male,Average,175,61
22,Female,Heavy,149,77
47,Female,Slim,165,47
28,Male,Heavy,179,82
24,Female,Athletic,163,58
55,Female,Heavy,158,66
22,Male,Athletic,177,72
44,Male,Slim,175,53
22,Female,Slim,154,48
44,Male,Heavy,175,91
23,Female,Slim,161,44
33,Female,Heavy,159,86
40,Female,Heavy,161,81
54,Male,Heavy,184,94
40,Male,Slim,169,43
41,Female,Heavy,163,88
56,Female,Slim,157,53
51,Female,Heavy,151,86
51,Female,Heavy,155,81
21,Male,Average,174,69
49,Male,Athletic,178,70
21,Female,Heavy,153,75
55,Male,Athletic,173,68
20,Female,Slim,160,45
23,Male,Heavy,180,101
42,Female,Athletic,170,58
24,Male,Slim,164,57
27,Female,Heavy,157,74
37,Female,Heavy,158,81
56,Female,Average,150,58
39,Female,Athletic,168,63
38,Male,Average,167,66
56,Female,Average,161,53
59,Male,Athletic,182,70
38,Female,Average,167,54
52,Female,Average,171,50
19,Male,Athletic,176,78
19,Female,Slim,166,51
18,Female,Slim,156,50
41,Female,Athletic,169,51
49,Male,Slim,167,56
40,Male,Slim,161,59
59,Male,Heavy,181,90
36,Female,Heavy,162,78
20,Female,Slim,154,48
37,Male,Slim,171,55
37,Female,Heavy,155,81
58,Female,Average,161,55
27,Male,Average,170,67
41,Male,Athletic,179,72
22,Female,Average,167,59
21,Male,Slim,166,54
34,Female,Athletic,162,59
18,Male,Slim,165,52
28,Female,Slim,159,55
51,Male,Average,175,64
31,Female,Average,163,54
27,Male,Average,182,64
30,Male,Athletic,170,81
41,Male,Slim,168,55
26,Male,Average,165,76
53,Male,Average,165,81
19,Male,Slim,174,59
27,Female,Heavy,158,68
46,Male,Heavy,169,98
43,Male,Average,169,55
50,Male,Slim,169,53
34,Female,Athletic,172,58
43,Male,Slim,166,62
45,Male,Athletic,174,70
31,Female,Average,170,53
55,Male,Average,180,79
50,Male,Athletic,166,78
39,Female,Athletic,159,54
54,Male,Slim,161,62
53,Female,Heavy,160,82
30,Male,Slim,172,51
21,Male,Average,171,71
43,Female,Heavy,153,72
43,Male,Slim,174,60
53,Male,Slim,172,49
32,Male,Slim,166,56
29,Female,Heavy,161,102
38,Female,Slim,152,54
42,Male,Athletic,170,71
39,Female,Slim,158,49
51,Female,Heavy,154,79
36,Male,Slim,180,60
20,Female,Average,159,62
55,Male,Average,175,66
45,Male,Slim,171,53
60,Female,Slim,167,46
54,Male,Athletic,179,64
59,Male,Slim,168,55
56,Female,Athletic,163,50
24,Female,Heavy,161,80
50,Female,Average,161,61
24,Male,Heavy,181,93
56,Male,Slim,166,48
29,Male,Slim,173,64
48,Male,Average,172,63
24,Male,Slim,173,57
35,Female,Average,169,52
29,Male,Average,175,59
44,Female,Heavy,150,76
18,Female,Heavy,144,81
59,Female,Athletic,176,60
29,Female,Heavy,162,76
23,Female,Athletic,175,64
18,Male,Slim,160,61
34,Female,Heavy,163,71
41,Male,Heavy,178,93
36,Female,Slim,165,56
38,Female,Heavy,168,64
40,Female,Average,162,62
38,Male,Slim,167,54
50,Female,Heavy,167,63
51,Female,Slim,164,51
34,Female,Athletic,165,59
48,Male,Athletic,182,76
46,Female,Slim,161,47
49,Female,Average,163,60
47,Male,Average,170,60
37,Female,Average,167,53
34,Male,Average,176,59
27,Male,Athletic,165,69
51,Female,Heavy,159,59
48,Male,Heavy,177,91
42,Male,Average,173,71
31,Female,Average,166,53
30,Male,Average,182,67
58,Male,Heavy,178,91
57,Female,Athletic,163,65
45,Male,Average,175,66
29,Male,Athletic,167,72
42,Female,Heavy,152,67
41,Female,Athletic,168,60
53,Male,Average,188,64
37,Male,Slim,166,59
27,Female,Heavy,162,70
25,Female,Average,154,58
31,Female,Athletic,169,58
41,Male,Heavy,170,87
42,Female,Athletic,169,66
23,Male,Heavy,180,97
30,Male,Average,159,65
43,Female,Slim,155,54
58,Female,Slim,162,50
19,Female,Slim,156,43
52,Female,Average,164,51
53,Male,Athletic,168,74
32,Female,Average,150,56
53,Male,Average,157,71
50,Female,Athletic,173,56
20,Female,Athletic,172,58
39,Female,Athletic,161,61
35,Male,Average,180,65
20,Female,Heavy,164,82
32,Female,Athletic,158,63
58,Male,Athletic,179,74
24,Female,Athletic,169,58
37,Male,Average,169,60
23,Female,Heavy,153,69
23,Female,Slim,155,51
52,Male,Slim,170,55
24,Male,Slim,172,58
48,Female,Heavy,158,89
35,Male,Average,172,69
45,Male,Athletic,177,66
49,Female,Average,168,55
58,Male,Average,176,58
57,Female,Average,167,58
38,Male,Slim,161,60
52,Female,Average,159,52
31,Female,Average,165,54
60,Female,Average,153,53
32,Female,Heavy,160,86
56,Male,Slim,170,64
42,Male,Heavy,184,100
48,Female,Slim,167,50
20,Female,Athletic,167,61
53,Male,Slim,170,53
52,Male,Slim,179,67
28,Male,Athletic,180,68
45,Male,Slim,167,55
47,Male,Average,173,67
51,Female,Slim,168,49
28,Female,Heavy,156,68
40,Male,Athletic,188,74
47,Male,Slim,175,52
51,Male,Slim,167,59
19,Female,Slim,162,51
43,Female,Average,160,61
56,Male,Average,161,66
29,Male,Slim,175,65
23,Female,Athletic,167,57
25,Female,Athletic,157,61
35,Female,Athletic,168,62
60,Male,Average,166,64
47,Female,Average,156,59
32,Male,Athletic,173,68
45,Female,Slim,160,46
31,Female,Average,159,62
37,Female,Average,156,55
43,Male,Athletic,183,72
21,Male,Athletic,166,79
30,Female,Heavy,162,78
31,Female,Slim,164,54
41,Male,Athletic,178,71
36,Male,Heavy,176,86
34,Male,Slim,174,50
56,Female,Average,158,50
39,Female,Heavy,155,67
59,Male,Average,164,69
21,Male,Athletic,179,62
57,Male,Average,180,61
18,Male,Slim,169,51
25,Male,Heavy,178,76
37,Female,Slim,167,45
34,Female,Slim,157,44
38,Female,Slim,162,53
22,Female,Athletic,163,61
52,Male,Heavy,178,106
47,Male,Athletic,176,80
57,Female,Slim,160,45
48,Male,Athletic,166,66
42,Male,Average,167,65
29,Female,Average,171,51
45,Male,Average,174,69
60,Male,Average,165,67
58,Male,Slim,175,56
23,Female,Athletic,158,64
21,Female,Athletic,167,64
23,Male,Athletic,178,68
20,Male,Athletic,167,74
21,Female,Heavy,158,83
42,Female,Heavy,161,84
21,Female,Average,167,57
26,Female,Athletic,165,61
33,Male,Athletic,170,69
60,Female,Average,164,65
53,Male,Slim,176,67
36,Male,Heavy,180,95
37,Male,Athletic,183,73
27,Male,Average,172,59
27,Female,Average,164,54
32,Male,Athletic,161,65
52,Male,Athletic,175,70
26,Female,Slim,163,53
51,Male,Slim,164,53
47,Female,Average,163,66
28,Female,Athletic,162,51
42,Female,Average,165,54
29,Female,Slim,156,47
21,Female,Heavy,169,83
38,Female,Athletic,170,63
30,Female,Athletic,157,59
31,Female,Average,160,56
51,Female,Slim,159,51
19,Male,Slim,172,65
24,Male,Heavy,178,83
28,Female,Average,156,61
58,Female,Average,171,48
45,Female,Heavy,162,93
51,Female,Slim,159,44
58,Female,Average,164,64
49,Male,Average,176,54
44,Female,Athletic,176,62
35,Female,Heavy,163,84
55,Male,Average,172,62
26,Female,Average,154,60
40,Female,Heavy,161,81
53,Female,Athletic,167,59
60,Female,Average,169,66
24,Female,Average,162,59
38,Female,Athletic,163,57
45,Male,Athletic,181,75
29,Female,Slim,155,46
49,Male,Heavy,179,96
43,Female,Heavy,154,74
24,Female,Heavy,161,75
47,Male,Average,166,63
47,Female,Athletic,160,53
44,Male,Athletic,173,78
29,Female,Athletic,163,55
27,Female,Slim,163,54
55,Male,Athletic,174,69
19,Male,Slim,162,55
60,Male,Heavy,182,74
56,Female,Slim,151,47
57,Female,Heavy,155,69
30,Female,Average,163,49
59,Male,Heavy,178,103
58,Male,Slim,173,58
22,Female,Athletic,166,63
36,Male,Slim,174,67
28,Male,Heavy,176,83
18,Female,Athletic,161,58
41,Male,Slim,164,49
60,Male,Heavy,182,91
27,Male,Athletic,180,62
26,Female,Average,163,60
52,Female,Athletic,175,68
44,Female,Slim,158,52
49,Male,Athletic,175,68
47,Male,Slim,167,58
22,Female,Athletic,159,57
23,Female,Average,171,57
59,Female,Average,166,63
22,Female,Slim,155,51
39,Female,Athletic,165,55
60,Male,Slim,169,56
29,Female,Average,146,58
25,Male,Slim,174,58
31,Male,Slim,180,62
19,Male,Heavy,175,90
19,Female,Athletic,162,54
29,Female,Slim,160,49
54,Male,Heavy,180,79
59,Male,Slim,167,65
26,Female,Heavy,162,88
37,Male,Athletic,179,65
18,Female,Slim,161,52
49,Female,Athletic,164,64
40,Male,Slim,171,54
29,Male,Heavy,174,85
33,Female,Heavy,160,73
37,Male,Average,169,59
20,Female,Average,157,62
30,Female,Athletic,161,62
40,Male,Average,168,68
21,Male,Average,171,64
41,Female,Slim,153,53
24,Female,Athletic,167,62
33,Male,Athletic,174,74
24,Male,Heavy,183,78
38,Female,Average,162,53
41,Male,Athletic,183,75
26,Female,Heavy,160,79
39,Female,Athletic,166,66
38,Female,Athletic,166,63
42,Female,Average,160,56
44,Male,Average,178,60
33,Female,Slim,172,51
26,Male,Average,167,58
43,Female,Athletic,159,57
58,Male,Average,169,67
21,Male,Athletic,172,78
49,Female,Slim,161,43
40,Female,Slim,153,47
45,Male,Average,165,70
60,Male,Athletic,188,66
28,Male,Heavy,184,100
25,Female,Athletic,176,54
23,Male,Heavy,181,93
32,Female,Average,168,57
44,Male,Average,168,56
29,Female,Slim,171,53
49,Female,Slim,147,46
35,Female,Heavy,163,76
38,Male,Average,170,62
32,Male,Athletic,172,78
49,Female,Heavy,158,95
44,Male,Athletic,182,68
49,Male,Heavy,180,92
25,Male,Slim,175,63
21,Female,Average,156,65
51,Male,Athletic,174,67
24,Male,Slim,168,64
19,Female,Heavy,144,82
28,Male,Slim,181,61
60,Female,Average,169,48
34,Female,Athletic,167,55
19,Female,Slim,159,48
40,Male,Average,172,71
55,Female,Slim,168,51
21,Male,Slim,163,62
58,Male,Slim,174,63
53,Male,Average,177,68
30,Female,Heavy,159,71
29,Male,Heavy,174,79
35,Female,Slim,165,48
36,Female,Athletic,167,70
38,Female,Heavy,153,72
43,Female,Athletic,170,61
47,Male,Slim,166,56
27,Male,Slim,175,59
38,Female,Heavy,158,82
29,Female,Slim,166,54
55,Female,Average,163,50
28,Male,Heavy,181,80
52,Male,Average,180,78
45,Female,Slim,163,52
59,Female,Average,161,51
18,Male,Slim,180,53
23,Male,Average,173,80
25,Male,Average,177,70
35,Female,Heavy,153,88
28,Female,Athletic,155,65
32,Female,Athletic,171,58
24,Male,Athletic,178,78
58,Male,Average,168,66
59,Female,Average,162,60
44,Female,Average,158,54
54,Male,Slim,169,58
57,Male,Athletic,175,70
26,Male,Slim,168,58
19,Male,Slim,171,59
39,Female,Average,164,52
46,Female,Average,161,62
36,Female,Average,155,60
56,Female,Slim,158,43
32,Male,Slim,173,59
60,Male,Average,177,69
37,Male,Heavy,174,81
40,Male,Athletic,183,71
21,Female,Average,165,43
57,Female,Athletic,164,61
49,Male,Athletic,174,76
27,Female,Slim,164,51
22,Male,Average,167,70
19,Female,Heavy,156,70
19,Female,Heavy,153,81
31,Female,Average,171,55
27,Female,Athletic,165,54
42,Male,Average,177,62
48,Male,Athletic,177,72
60,Male,Heavy,182,98
36,Male,Average,169,66
41,Female,Athletic,167,47
36,Female,Athletic,162,59
30,Male,Heavy,173,92
28,Female,Heavy,151,81
36,Female,Slim,156,54
56,Female,Heavy,158,82
46,Male,Heavy,169,89
47,Male,Average,170,74
45,Female,Average,156,53
31,Male,Athletic,186,69
47,Male,Athletic,177,75
44,Male,Athletic,175,73
56,Female,Athletic,166,63
43,Female,Athletic,164,58
29,Female,Heavy,148,73
48,Male,Heavy,176,100
54,Male,Athletic,172,68
47,Female,Athletic,162,59
40,Male,Average,174,67
20,Male,Slim,174,56
44,Female,Slim,157,51
42,Male,Heavy,179,83
60,Male,Average,185,62
60,Female,Athletic,159,57
29,Male,Average,173,55
42,Female,Slim,168,49
27,Male,Average,171,75
56,Female,Athletic,162,59
23,Male,Average,178,69
37,Male,Heavy,180,84
45,Female,Slim,158,52
52,Female,Athletic,158,59
29,Male,Heavy,174,99
38,Male,Average,161,66
37,Female,Athletic,170,67
31,Male,Athletic,179,68
23,Male,Athletic,178,83
18,Male,Heavy,180,104
49,Male,Slim,173,55
21,Female,Heavy,158,63
24,Male,Heavy,175,82
28,Male,Average,167,70
54,Female,Athletic,166,70
51,Male,Athletic,171,76
31,Male,Athletic,180,69
37,Male,Athletic,177,76
51,Female,Heavy,157,81
27,Female,Slim,157,43
21,Female,Athletic,163,62
18,Female,Slim,155,48
25,Female,Slim,156,51
53,Male,Average,169,78
37,Male,Slim,164,64
22,Male,Athletic,169,74
20,Female,Slim,158,55
37,Female,Athletic,156,66
38,Female,Heavy,164,84
19,Male,Slim,168,69
50,Female,Athletic,162,58
32,Male,Average,177,69
57,Female,Slim,167,52
58,Male,Athletic,179,62
23,Female,Heavy,157,75
19,Female,Average,164,53
31,Male,Athletic,170,76
31,Female,Athletic,164,55
35,Female,Average,157,53
19,Male,Slim,171,67
49,Male,Athletic,175,72
58,Male,Slim,172,55
41,Male,Athletic,174,77
22,Female,Average,159,56
24,Male,Athletic,178,79
29,Male,Athletic,175,71
57,Female,Average,165,47
28,Male,Athletic,177,70
30,Male,Athletic,167,65
20,Female,Athletic,170,63
20,Male,Average,174,69
52,Male,Average,168,73
52,Female,Average,160,54
30,Female,Heavy,167,72
35,Male,Average,165,70
54,Female,Athletic,165,63
43,Male,Athletic,173,74
37,Female,Slim,165,54
51,Male,Slim,173,61
49,Male,Average,172,69
22,Male,Slim,177,66
48,Male,Slim,180,56
33,Female,Heavy,153,83
21,Male,Heavy,176,93
58,Female,Athletic,154,54
48,Male,Athletic,178,65
58,Female,Slim,165,45
33,Female,Athletic,170,64
31,Male,Athletic,179,72
35,Female,Average,152,56
35,Male,Slim,172,64
32,Female,Average,159,49
35,Male,Athletic,175,74
48,Male,Heavy,175,91
25,Female,Heavy,160,75
44,Male,Athletic,178,70
41,Female,Athletic,166,64
49,Male,Slim,167,69
39,Male,Athletic,176,69
55,Female,Heavy,160,76
51,Male,Average,175,78
24,Male,Slim,162,54
39,Male,Heavy,185,89
47,Male,Slim,167,48
39,Male,Heavy,188,92
58,Female,Average,161,54
38,Female,Heavy,166,97
39,Female,Slim,157,44
22,Male,Average,167,71
56,Female,Average,167,56
41,Male,Average,171,76
21,Male,Average,167,65
56,Male,Athletic,176,69
44,Female,Athletic,176,55
56,Female,Average,157,59
30,Female,Slim,162,52
48,Female,Slim,167,46
46,Female,Athletic,170,58
58,Female,Athletic,175,61
47,Female,Average,165,53
35,Female,Athletic,165,62
35,Female,Slim,159,51
34,Male,Slim,168,55
57,Male,Slim,165,56
44,Female,Slim,157,39
36,Female,Heavy,157,72
57,Male,Athletic,166,66
37,Female,Average,160,56
24,Male,Slim,170,59
36,Male,Heavy,183,91
19,Female,Athletic,161,51
28,Male,Athletic,175,76
39,Male,Heavy,170,101
49,Male,Average,174,65
31,Male,Athletic,176,68
42,Female,Slim,165,52
22,Female,Athletic,167,55
47,Female,Average,153,61
48,Male,Athletic,178,75
45,Female,Heavy,156,87
24,Male,Heavy,187,94
47,Male,Slim,176,54
37,Male,Average,175,68
56,Female,Heavy,153,79
30,Male,Slim,173,56
60,Female,Heavy,156,77
53,Female,Heavy,161,72
39,Female,Athletic,173,61
53,Male,Athletic,179,72
28,Female,Athletic,170,58
28,Female,Athletic,170,59
54,Male,Heavy,179,96
57,Male,Average,165,59
48,Male,Athletic,176,79
36,Female,Slim,160,49
34,Male,Heavy,174,82
24,Male,Athletic,179,64
22,Male,Athletic,183,71
20,Male,Average,172,70
45,Female,Average,170,56
33,Female,Heavy,151,81
30,Female,Athletic,172,70
49,Female,Heavy,167,75
33,Male,Heavy,175,99
31,Male,Athletic,173,78
51,Male,Slim,163,64
45,Male,Heavy,175,89
40,Female,Slim,165,50
38,Male,Heavy,174,113
51,Female,Heavy,160,81
56,Female,Slim,157,50
20,Female,Athletic,161,62
36,Male,Heavy,171,90
19,Male,Athletic,180,74
54,Male,Heavy,180,89
27,Female,Heavy,163,71
57,Male,Slim,179,64
25,Male,Heavy,176,90
38,Male,Average,163,52
60,Male,Athletic,181,70
33,Male,Athletic,167,69
55,Female,Average,158,54
56,Female,Heavy,163,89
22,Female,Heavy,149,93
38,Female,Athletic,164,57
33,Male,Slim,163,57
28,Male,Average,167,63
59,Female,Slim,164,53
41,Male,Average,175,70
